Country,State,Crop,Season,Year,Soil_Type,Soil_pH,Soil_Moisture_%,Nitrogen_N,Phosphorus_P,Potassium_K,Temperature_C,Rainfall_mm,Humidity_%,Wind_Speed_kmph,Irrigation_Type,Area_hectare,Yield_kg_per_ha
India,Maharashtra,Tomato,Rabi,2013,Black,6.93,50,40,26,107,32.9,1738,76,24.2,Sprinkler,1.27,25072.5
India,Uttar Pradesh,Coffee,Rabi,2016,Black,7.35,51,25,72,83,19,1590,38,3.5,Sprinkler,12.21,1777.6
India,Karnataka,Banana,Kharif,2000,Red,6.72,45.1,42,35,62,15.1,1343,32,15.6,Sprinkler,0.78,39209
India,Tamil Nadu,Onion,Kharif,2000,Laterite,6.08,26.8,131,78,116,33.1,1807,50,15.3,Canal,9.05,24188.6
India,Karnataka,Onion,Rabi,2002,Laterite,7.63,48.5,133,12,53,35.3,708,38,10,Rainfed,7.04,16734.8
India,Karnataka,Potato,Kharif,2001,Sandy,6.14,54.1,102,66,23,29.5,975,93,8.2,Canal,5.5,17520.5
India,Andhra Pradesh,Pigeon Pea,Kharif,2023,Black,7.47,31.5,63,76,76,29.8,1355,77,20.5,Canal,8.62,1297.9
India,Uttar Pradesh,Cotton,Zaid,2013,Laterite,6.77,44.9,36,49,89,21.9,1983,80,18.7,Sprinkler,14.29,2093
India,Madhya Pradesh,Onion,Kharif,2011,Clay,5.54,26,128,29,113,18.8,1632,62,18.3,Sprinkler,6.54,16480.6
India,Uttar Pradesh,Soybean,Zaid,2009,Clay,5.93,48.2,34,47,46,16.5,1532,36,11.4,Rainfed,9.51,1931.7
India,Tamil Nadu,Cotton,Kharif,2021,Black,6.84,36.5,143,47,96,19.5,995,62,22.8,Canal,14.85,2052.2
India,Karnataka,Chickpea,Zaid,2017,Clay,6.11,55.5,113,63,98,27,736,66,14.2,Drip,12.91,1544.7
India,Uttar Pradesh,Onion,Kharif,2009,Alluvial,7.69,26.1,97,16,107,24.2,737,33,11.3,Canal,10.54,24368.7
India,Tamil Nadu,Coffee,Zaid,2007,Clay,6.41,36.4,32,62,84,17.4,1569,32,8.7,Sprinkler,2.57,1487.9
India,Rajasthan,Onion,Zaid,2009,Laterite,6.45,21.5,41,44,79,37.6,255,55,5.3,Sprinkler,5.24,23274.3
India,Rajasthan,Wheat,Rabi,2013,Black,7.55,28.1,23,31,31,25.2,1508,37,7.8,Drip,10.55,3087.6
India,Tamil Nadu,Onion,Kharif,2020,Laterite,7.48,24.9,131,12,81,27,670,38,8.6,Rainfed,14.15,24479
India,Rajasthan,Banana,Zaid,2005,Sandy,5.92,30.4,134,66,92,38,757,55,12.1,Drip,10.79,43692.4
India,Maharashtra,Tea,Zaid,2017,Red,7.7,33.2,43,20,26,24.4,532,75,7,Sprinkler,4.26,2855.3
India,Tamil Nadu,Coffee,Kharif,2000,Loamy,6.53,48,61,56,111,17.3,1121,81,21.5,Rainfed,6.66,2127.8
India,Andhra Pradesh,Onion,Kharif,2021,Clay,6.36,20,67,66,105,23.1,462,43,17.3,Sprinkler,13.41,23977.4
India,Bihar,Banana,Zaid,2022,Loamy,7.54,56.3,122,26,37,17.6,274,83,2.2,Rainfed,9.95,45236.4
India,Andhra Pradesh,Sorghum,Rabi,2010,Alluvial,7.18,34.7,98,46,117,18.3,788,39,9.8,Canal,9.49,1732.2
India,Uttar Pradesh,Onion,Kharif,2019,Loamy,7.63,50.9,104,43,89,36.1,1530,69,7.8,Rainfed,2.66,21080
India,Karnataka,Mustard,Kharif,2022,Red,7.47,54.9,149,40,25,30.8,351,63,16.1,Canal,6.3,1516
India,Tamil Nadu,Millet,Zaid,2012,Loamy,5.57,45.3,103,60,50,31.9,1786,69,22,Drip,13.95,926
India,Bihar,Tea,Rabi,2020,Laterite,6.61,33.5,117,36,23,15.2,223,69,19.8,Canal,0.61,2022.3
India,Tamil Nadu,Wheat,Kharif,2019,Laterite,6.59,33.5,59,26,92,34.4,616,57,19.2,Rainfed,8.31,2884.1
India,Rajasthan,Groundnut,Rabi,2006,Clay,7.32,50.9,59,63,13,22.2,1603,68,4.8,Rainfed,10.33,1288.9
India,Punjab,Coffee,Kharif,2008,Black,6.58,20.5,90,75,76,15.8,449,31,4.6,Rainfed,4.68,2107.7
India,Bihar,Onion,Rabi,2024,Clay,5.66,51.3,54,78,53,37.1,990,77,19.4,Drip,7.6,20623.1
India,Punjab,Soybean,Kharif,2002,Black,6.57,48.4,111,51,112,26.1,1730,95,23.7,Canal,8.65,1881.9
India,Maharashtra,Wheat,Rabi,2016,Loamy,6.11,59.9,126,21,119,20.5,705,62,14,Canal,1.95,2194.1
India,Madhya Pradesh,Coffee,Rabi,2000,Red,6.11,50.4,119,16,100,25.9,1845,61,3.4,Sprinkler,7.65,1334.1
India,Karnataka,Pigeon Pea,Zaid,2025,Alluvial,6.15,26.1,59,32,58,21.5,1715,81,19.9,Canal,11.4,1194.2
India,Uttar Pradesh,Sorghum,Kharif,2010,Black,6.5,51.3,79,25,88,34.1,1968,86,19.8,Sprinkler,10.16,1470.6
India,Gujarat,Cotton,Rabi,2003,Red,6.98,45.6,27,74,117,31.2,262,35,21.1,Rainfed,14.78,2098.8
India,Rajasthan,Banana,Kharif,2004,Laterite,5.68,49,104,77,46,37.1,1933,54,23.6,Drip,9.59,30145.9
India,Uttar Pradesh,Wheat,Rabi,2015,Clay,6.76,31.8,149,24,20,26,1055,45,2.3,Drip,4.53,2858.9
India,Andhra Pradesh,Coffee,Zaid,2013,Sandy,6.87,47.4,128,65,22,25.1,1720,58,24.3,Sprinkler,13.55,1914.8
India,Andhra Pradesh,Pigeon Pea,Kharif,2022,Alluvial,7.36,36.9,28,78,23,17.3,267,64,18.4,Canal,0.52,980.7
India,Madhya Pradesh,Pigeon Pea,Zaid,2024,Alluvial,5.74,29.8,129,74,29,33.4,1097,52,7.7,Rainfed,0.69,1239.1
India,Rajasthan,Tea,Kharif,2007,Laterite,6.65,21.7,101,72,18,35.9,1186,41,16.9,Sprinkler,1.97,1962.2
India,Gujarat,Tea,Rabi,2024,Sandy,5.7,55.8,146,18,90,23.6,431,46,1.6,Drip,8.47,1771.9
India,Gujarat,Groundnut,Rabi,2018,Sandy,7.59,25,109,72,115,32.4,1299,59,19.7,Drip,13.82,1641.9
India,Tamil Nadu,Chickpea,Rabi,2015,Black,7.55,59.9,89,53,106,29.2,272,93,13.3,Sprinkler,4.38,1229.1
India,Madhya Pradesh,Tomato,Zaid,2009,Laterite,5.83,46.4,93,70,45,36.4,1048,62,17.6,Rainfed,11.58,38246.3
India,Maharashtra,Groundnut,Kharif,2019,Clay,7.09,34.8,83,60,71,27.2,1543,63,4.7,Rainfed,2.96,1707.7
India,Maharashtra,Cotton,Kharif,2007,Alluvial,7.4,51.7,70,25,36,23.9,381,70,16.3,Sprinkler,12.41,2249.2
India,Andhra Pradesh,Onion,Rabi,2021,Sandy,6.85,20.2,96,47,59,27.9,1760,66,10.1,Canal,11.63,21103.6
India,Punjab,Potato,Kharif,2017,Sandy,6.3,22.1,56,75,14,29,1403,76,17.1,Canal,11.01,22303.1
India,Rajasthan,Wheat,Kharif,2001,Laterite,5.67,48.9,70,78,51,22.1,396,58,24.7,Sprinkler,1.04,2106.4
India,Maharashtra,Tomato,Zaid,2018,Red,6.64,34.9,137,40,105,33.5,1633,73,18.9,Rainfed,14.8,35731.7
India,Andhra Pradesh,Cotton,Zaid,2018,Red,5.65,38,94,34,28,36.5,385,31,18.5,Rainfed,13.7,2277.5
India,Bihar,Wheat,Kharif,2022,Loamy,7.24,20.8,140,34,51,39,1525,45,21.7,Sprinkler,3.3,2578.1
India,Andhra Pradesh,Barley,Rabi,2008,Loamy,6.15,22.9,135,28,34,25.9,707,67,19,Rainfed,11.26,2188.7
India,Maharashtra,Banana,Rabi,2004,Laterite,7.75,26.5,110,16,90,23.8,1445,94,20.5,Rainfed,13.14,45756.7
India,Andhra Pradesh,Wheat,Zaid,2005,Sandy,6.27,34.2,115,59,113,25.2,1539,92,17.5,Sprinkler,9.94,3629.3
India,Rajasthan,Barley,Kharif,2007,Loamy,7.48,57.9,77,16,39,35.1,246,43,10,Sprinkler,12.55,2816.7
India,Maharashtra,Soybean,Kharif,2022,Alluvial,6.18,26.3,32,61,26,23.6,314,50,2.6,Rainfed,3.6,1890.2
India,Rajasthan,Mango,Zaid,2004,Black,7.72,35.3,147,36,113,36.2,1228,75,9.3,Rainfed,3.03,5921.9
India,Bihar,Tomato,Rabi,2012,Clay,6.13,54.9,102,45,51,37,1651,45,23.3,Canal,7.47,21050.2
India,Punjab,Rice,Kharif,2018,Sandy,6.23,43.4,81,16,108,22.9,937,85,10.9,Rainfed,13.3,3432.9
India,Gujarat,Banana,Kharif,2015,Alluvial,6.53,33.1,148,58,84,36.9,1059,37,15,Canal,13.32,47433.9
India,Bihar,Maize,Kharif,2012,Loamy,6.36,26.4,148,61,89,21.5,1723,44,16.3,Sprinkler,3.81,3707.7
India,Madhya Pradesh,Onion,Kharif,2014,Alluvial,6.97,27.6,24,40,34,23.2,1354,37,15.5,Rainfed,14,15244.7
India,Karnataka,Tea,Rabi,2002,Loamy,6.54,56.6,127,61,69,30.9,261,57,10.7,Canal,1.16,1844
India,Tamil Nadu,Onion,Rabi,2017,Alluvial,6.86,54.5,141,50,88,15.1,709,42,22.4,Drip,12.9,24543.7
India,Andhra Pradesh,Cotton,Rabi,2004,Sandy,6.04,24.7,28,18,34,34.4,1708,91,22.1,Rainfed,14.18,1740.1
India,Karnataka,Pigeon Pea,Kharif,2015,Sandy,6.26,27.3,65,61,65,30.9,1234,51,12.9,Sprinkler,11.04,1260.7
India,Maharashtra,Barley,Kharif,2017,Red,7.38,22.9,71,64,10,25.3,847,52,20,Rainfed,2.26,2474.9
India,Maharashtra,Rice,Zaid,2009,Loamy,6.79,30.2,115,33,110,30.4,1274,38,13.7,Sprinkler,2.9,3640.7
India,Rajasthan,Rice,Zaid,2003,Alluvial,6.3,53.9,47,26,32,37.4,1687,59,11.3,Drip,6.78,3028.9
India,Tamil Nadu,Cotton,Rabi,2004,Red,6.67,46.8,112,14,58,37.1,353,49,13.4,Sprinkler,3.23,2049.8
India,Maharashtra,Barley,Rabi,2008,Alluvial,7.6,54.5,71,49,20,33.8,1076,74,15.3,Sprinkler,5.73,2010.7
India,Uttar Pradesh,Sugarcane,Kharif,2003,Red,5.5,56.5,103,32,36,15.9,1755,85,14.1,Drip,1.34,51335.3
India,Gujarat,Maize,Kharif,2008,Laterite,6.83,54.8,90,53,109,32.7,236,68,7.2,Drip,9.55,4423.5
India,Karnataka,Banana,Zaid,2002,Sandy,6.77,22.7,42,34,82,25.4,240,53,22.4,Sprinkler,3.14,51859.1
India,Bihar,Wheat,Rabi,2021,Clay,5.54,25.6,27,59,53,31.5,1737,74,24.9,Sprinkler,10.72,2341.8
India,Rajasthan,Sorghum,Rabi,2007,Red,6.27,21.9,49,49,60,21,1901,41,14.8,Sprinkler,9.71,1372.3
India,Uttar Pradesh,Mustard,Kharif,2006,Loamy,6.56,51.2,70,14,14,39.2,1392,51,1.8,Canal,9.13,1440.8
India,Madhya Pradesh,Tea,Rabi,2004,Laterite,6.63,20.1,125,11,93,21.6,1005,40,5.1,Sprinkler,12.14,1677.2
India,Andhra Pradesh,Millet,Zaid,2019,Laterite,6.32,43.8,60,35,49,23.9,843,69,10.4,Canal,14.2,982.2
India,Maharashtra,Wheat,Zaid,2005,Laterite,7.45,58.4,113,27,24,31.6,1859,67,13.9,Sprinkler,4,2545.9
India,Madhya Pradesh,Pigeon Pea,Kharif,2005,Red,6.72,34.1,81,14,106,29.7,1366,81,16.4,Rainfed,11.88,949.7
India,Punjab,Potato,Rabi,2001,Sandy,5.76,27.7,93,18,118,38.8,954,87,20.6,Drip,11.79,22099.6
India,Rajasthan,Wheat,Kharif,2010,Sandy,7.5,46,98,66,59,36.5,305,61,22.9,Sprinkler,6.93,2917.7
India,Punjab,Onion,Zaid,2015,Laterite,7.52,52.5,50,15,44,34.4,1519,71,1.8,Drip,6.82,25281.5
India,Rajasthan,Tea,Zaid,2001,Loamy,6.53,28.4,81,65,18,33.2,212,46,3,Rainfed,10.06,1828.1
India,Rajasthan,Mustard,Zaid,2009,Laterite,5.91,22.1,32,46,45,32.7,554,43,14.2,Sprinkler,8.6,1667.5
India,Punjab,Onion,Rabi,2016,Sandy,6.64,55.8,85,56,31,21.5,1920,60,19.8,Sprinkler,4.02,15886
India,Madhya Pradesh,Mustard,Rabi,2005,Alluvial,7.16,51.6,147,13,26,20.3,1644,88,24.2,Sprinkler,13.35,1610.2
India,Bihar,Mustard,Rabi,2022,Black,7.5,39.5,62,76,96,17.1,1828,75,16,Rainfed,10.73,993.3
India,Karnataka,Rice,Rabi,2007,Loamy,7.43,21.2,120,15,68,24.5,1264,54,13.3,Canal,9.69,2575.8
India,Bihar,Mango,Rabi,2016,Loamy,6.09,41,133,38,114,32,1175,55,13.9,Rainfed,13.93,7421.3
India,Maharashtra,Potato,Zaid,2007,Laterite,7.03,45.4,139,21,23,32.5,1884,68,20.1,Canal,1.04,30917.5
India,Tamil Nadu,Cotton,Rabi,2019,Alluvial,5.6,49.4,44,46,98,23.6,603,73,5.5,Drip,5.48,2080.6
India,Uttar Pradesh,Soybean,Kharif,2024,Clay,5.95,26.4,103,53,51,23.8,1925,70,14.6,Rainfed,5.03,1413.7
India,Gujarat,Millet,Zaid,2000,Laterite,6.17,34.2,51,26,64,19.4,1283,87,7.3,Canal,6.79,1205.6
India,Karnataka,Mango,Kharif,2023,Loamy,7.78,54,137,63,52,15.6,458,54,20.2,Canal,6.25,10326.2
India,Andhra Pradesh,Sorghum,Rabi,2010,Alluvial,7.18,34.7,98,46,117,18.3,788,39,9.8,Canal,9.49,1732.2
India,Punjab,Mango,Kharif,2011,Red,7.74,44.4,147,67,61,24.8,1058,50,2.1,Rainfed,10.09,7374.3
India,Maharashtra,Mustard,Zaid,2023,Loamy,5.9,22,119,51,68,18.6,544,68,1.7,Sprinkler,9.28,1061.4
India,Uttar Pradesh,Wheat,Kharif,2018,Loamy,7.77,24.3,34,50,17,38.7,590,56,11.9,Drip,1.09,1979.5
India,Maharashtra,Sugarcane,Zaid,2000,Clay,7.6,59.8,24,64,62,20,1320,94,24.1,Rainfed,11.81,60757.1
India,Karnataka,Sugarcane,Kharif,2018,Alluvial,5.7,29.5,128,40,85,37.5,1999,89,15,Canal,3.85,86017.2
India,Punjab,Coffee,Zaid,2011,Red,7.49,54.3,134,19,74,32.6,769,46,19,Sprinkler,4.91,1513.8
India,Uttar Pradesh,Banana,Rabi,2020,Loamy,6.01,28.7,46,57,109,38.6,1997,56,13.7,Canal,9.3,39777.1
India,Madhya Pradesh,Wheat,Zaid,2022,Loamy,7.56,57.9,62,18,82,39.2,429,38,17.8,Rainfed,13.22,2191.7
India,Gujarat,Coffee,Kharif,2002,Clay,7.5,29.9,51,73,55,30.1,1439,57,15,Canal,6.02,2304.7
India,Karnataka,Coffee,Zaid,2010,Loamy,7.49,38.3,133,20,10,20,1582,80,22,Rainfed,0.82,1903.2
India,Madhya Pradesh,Cotton,Rabi,2025,Black,6.38,52.7,59,14,54,22.9,1845,67,14.9,Canal,11.01,2054.8
India,Andhra Pradesh,Cotton,Kharif,2009,Loamy,7.39,53.6,29,12,105,32.9,270,67,18,Sprinkler,5.1,2167
India,Andhra Pradesh,Tomato,Kharif,2003,Loamy,7.24,31.8,124,35,99,25.2,1550,30,20.1,Sprinkler,0.52,38174
India,Bihar,Rice,Zaid,2018,Black,7.15,21.9,63,27,90,23.8,1627,47,6.6,Drip,14.86,2732
India,Bihar,Chickpea,Rabi,2017,Alluvial,5.75,22.8,40,37,117,16.8,630,70,16.1,Rainfed,3.59,1256.6
India,Rajasthan,Mango,Rabi,2020,Clay,6.75,53.4,71,15,87,21.5,1397,43,17.9,Drip,13.63,8294.1
India,Madhya Pradesh,Tomato,Zaid,2014,Alluvial,7.34,38.2,103,59,97,18.7,837,66,16.6,Drip,10.26,28672.2
India,Uttar Pradesh,Potato,Zaid,2011,Alluvial,6.15,25.3,32,35,43,19.8,1289,73,15.8,Rainfed,11.34,23147.7
India,Punjab,Groundnut,Zaid,2024,Clay,6.03,28.1,43,71,84,31.2,1196,39,7.2,Rainfed,9.32,1734.5
India,Tamil Nadu,Sugarcane,Kharif,2000,Alluvial,6.27,32.1,69,36,38,17.9,713,46,1.7,Canal,8,88254.2
India,Bihar,Millet,Zaid,2013,Red,6.74,41.4,64,60,47,38.5,1957,77,11.3,Rainfed,7.27,989.7
India,Maharashtra,Sorghum,Zaid,2020,Clay,7.55,48,56,38,43,16.5,786,65,6.8,Rainfed,14.73,1390.4
India,Maharashtra,Maize,Rabi,2011,Clay,6.45,50,88,47,25,27.1,437,48,6.9,Canal,14.16,3609.9
India,Karnataka,Onion,Rabi,2019,Black,7.38,31,94,56,44,36.6,1207,76,16.7,Drip,13.46,20482.1
India,Andhra Pradesh,Barley,Rabi,2021,Clay,7.51,23.9,116,14,31,27.8,660,64,11.1,Drip,4.23,3118.7
India,Andhra Pradesh,Onion,Kharif,2008,Clay,5.75,25.4,122,40,71,16.4,473,36,9,Drip,11.94,18856.3
India,Andhra Pradesh,Barley,Rabi,2007,Clay,7.78,56.7,51,70,70,33.6,1174,59,6.3,Canal,9.74,2714
India,Bihar,Sugarcane,Zaid,2021,Alluvial,7.05,20.3,95,13,98,35.2,717,70,19.1,Drip,3.06,75031.8
India,Bihar,Wheat,Rabi,2024,Loamy,5.84,43.4,125,44,16,29.4,1510,72,8,Rainfed,9.89,3047.4
India,Gujarat,Mango,Kharif,2013,Red,5.62,59.4,58,55,83,32,308,57,2.4,Canal,1.53,9726.5
India,Karnataka,Potato,Zaid,2014,Sandy,6.83,43.9,85,30,73,37,1800,71,1.1,Canal,2.74,30358.4
India,Madhya Pradesh,Soybean,Kharif,2021,Red,7.65,23.6,141,35,86,19,772,46,14.4,Drip,0.92,1068.7
India,Maharashtra,Sugarcane,Zaid,2002,Loamy,5.98,47.6,69,11,113,34.6,1828,55,9.9,Drip,3.22,61635.2
India,Tamil Nadu,Rice,Zaid,2023,Red,7.37,50.2,68,26,20,22.2,1148,74,1.7,Canal,8.25,3319.2
India,Rajasthan,Mustard,Zaid,2007,Clay,6.31,57.7,109,22,41,38.6,1939,91,3.4,Rainfed,4.8,1001.9
India,Tamil Nadu,Banana,Zaid,2004,Laterite,6.19,34.6,72,30,59,22.9,1989,36,8.1,Canal,8.99,38840.8
India,Karnataka,Barley,Kharif,2019,Red,7.28,50.8,56,22,87,34.7,1438,49,20.2,Drip,1.28,2981.8
India,Bihar,Banana,Kharif,2021,Clay,7.1,37.1,87,67,75,34.1,1652,64,15.4,Rainfed,9.08,51447.4
India,Tamil Nadu,Mango,Zaid,2001,Red,6.01,54.9,38,54,47,16.6,1904,48,24.6,Sprinkler,6.74,8551
India,Gujarat,Chickpea,Rabi,2005,Black,6.36,52.5,52,73,52,37.4,257,37,21.8,Sprinkler,11.57,926.3
India,Gujarat,Coffee,Zaid,2019,Loamy,6.58,40.8,103,66,107,35.9,1297,80,14.6,Canal,8.72,1348.5
India,Gujarat,Chickpea,Zaid,2010,Alluvial,6.26,24.8,130,62,13,39.3,1774,59,9.4,Rainfed,5.84,1060.4
India,Rajasthan,Rice,Rabi,2018,Red,7.22,22.7,40,44,113,17.2,1722,40,13.6,Rainfed,12.98,3115.6
India,Madhya Pradesh,Onion,Zaid,2013,Loamy,5.6,41.2,138,54,114,24.7,675,40,15.6,Sprinkler,12.93,24428.5
India,Gujarat,Mango,Rabi,2023,Black,7.07,34.9,114,34,95,17.4,910,83,23.1,Canal,12.09,8946.8
India,Karnataka,Sorghum,Rabi,2019,Black,6.5,59,71,33,116,35.7,1811,39,4.7,Drip,8.26,1384.7
India,Rajasthan,Soybean,Rabi,2012,Red,5.6,35.3,29,61,98,17.6,1151,93,13.7,Sprinkler,8.19,1144.3
India,Madhya Pradesh,Tomato,Zaid,2017,Black,6.08,57.6,122,50,16,25.4,1716,64,6.4,Canal,7.04,33980.2
India,Tamil Nadu,Rice,Rabi,2022,Red,7.41,37.8,90,72,116,35,479,94,10.2,Sprinkler,1.65,2196.1
India,Bihar,Onion,Rabi,2025,Black,7.64,33.2,114,72,77,21.7,498,64,12.1,Drip,7.35,22130.3
India,Uttar Pradesh,Potato,Kharif,2010,Sandy,7.68,47.4,115,15,70,33.8,1876,47,8.2,Canal,11.39,24643.9
India,Maharashtra,Millet,Zaid,2001,Loamy,5.58,30.5,88,34,97,30.7,1319,67,6.5,Canal,4.3,1247.4
India,Andhra Pradesh,Sugarcane,Zaid,2012,Laterite,5.69,39.1,48,13,109,25.2,1923,34,18.1,Drip,1.46,56003.5
India,Bihar,Maize,Zaid,2012,Alluvial,5.76,20.4,107,13,113,22.6,1962,45,10.2,Rainfed,8.03,3088.8
India,Andhra Pradesh,Maize,Rabi,2016,Alluvial,6.63,30.7,92,37,31,16.4,1094,89,21.4,Drip,7.22,3468
India,Punjab,Mango,Kharif,2008,Loamy,6.06,43.4,85,47,87,21.6,344,46,1.4,Drip,3.96,9723.7
India,Punjab,Potato,Rabi,2006,Alluvial,6.86,28.8,119,60,28,23.3,1093,84,24.9,Sprinkler,3.08,24618.1
India,Tamil Nadu,Tomato,Kharif,2005,Loamy,7.34,55.1,74,46,66,35.8,907,69,12.1,Drip,14.31,33776
India,Rajasthan,Banana,Zaid,2010,Alluvial,7.23,31.4,49,65,25,30.3,451,89,13.5,Sprinkler,13.17,40152
India,Maharashtra,Coffee,Zaid,2021,Red,5.76,42.9,77,25,30,36.3,1398,87,12.4,Canal,7.31,2047.7
India,Bihar,Chickpea,Zaid,2013,Red,6.23,50.5,55,72,15,25.9,601,64,24.9,Sprinkler,8.92,847.9
India,Gujarat,Pigeon Pea,Zaid,2005,Red,7.72,44,141,47,38,26,1340,82,11,Canal,1.02,844.6
India,Punjab,Chickpea,Kharif,2021,Alluvial,6.81,58.6,147,57,96,34.3,560,34,12.9,Sprinkler,7.68,962.9
India,Karnataka,Chickpea,Rabi,2000,Laterite,6.47,37.1,70,32,26,39.1,1847,40,2.8,Drip,6.81,1427.4
India,Bihar,Tomato,Zaid,2013,Black,6.86,50.2,119,10,116,25.1,1693,58,18.4,Canal,9.9,36494.3
India,Madhya Pradesh,Onion,Zaid,2023,Alluvial,5.77,56,59,37,119,26,1214,44,5.5,Rainfed,1.34,14485.6
India,Tamil Nadu,Groundnut,Zaid,2009,Laterite,5.81,31,42,25,35,38.1,1606,56,18.5,Sprinkler,3.64,1822.4
India,Tamil Nadu,Onion,Rabi,2020,Clay,7.67,42.7,120,39,41,35.3,380,79,21.2,Canal,9.57,20599.6
India,Madhya Pradesh,Tomato,Rabi,2020,Alluvial,7.54,26.4,96,57,89,32.7,1889,58,13.7,Drip,13.51,36641.8
India,Rajasthan,Onion,Kharif,2008,Alluvial,6.85,44.5,78,33,62,19.3,1379,46,8.1,Sprinkler,9.34,19293
India,Maharashtra,Cotton,Kharif,2005,Laterite,7.64,44.1,35,19,68,23.8,1685,36,11.5,Rainfed,7.74,1975.6
India,Maharashtra,Coffee,Kharif,2015,Laterite,6.38,40.4,135,77,68,34.1,207,66,13.7,Sprinkler,14.18,2151.5
India,Bihar,Cotton,Kharif,2007,Sandy,6.21,59.5,40,77,56,28.3,1013,43,7.1,Sprinkler,2.82,2440
India,Rajasthan,Banana,Kharif,2023,Loamy,6.78,37.2,144,33,81,21.2,1786,34,3,Sprinkler,4.66,44005.8
India,Bihar,Mustard,Kharif,2011,Black,6.11,22.3,67,65,13,15.1,963,39,14.9,Drip,6.65,1183.2
India,Bihar,Coffee,Kharif,2017,Red,7.58,40.5,27,35,71,37.4,1315,78,7.7,Canal,3.01,2264.4
India,Maharashtra,Soybean,Rabi,2011,Black,6.49,39.5,132,49,10,20.8,1529,77,7.5,Canal,7.12,1668.6
India,Rajasthan,Tea,Rabi,2021,Loamy,7.64,55.8,55,73,116,18,1001,79,19.3,Rainfed,0.74,2831.5
India,Karnataka,Sorghum,Zaid,2015,Alluvial,7.28,24.1,68,10,116,37.3,826,36,6.2,Drip,2.49,1595.4
India,Uttar Pradesh,Chickpea,Zaid,2002,Alluvial,5.51,42.4,70,38,34,29.8,239,75,12.7,Rainfed,11.24,1254.5
India,Uttar Pradesh,Cotton,Zaid,2006,Alluvial,6.25,53.4,24,71,90,24.1,694,52,22.6,Drip,0.62,2188.2
India,Bihar,Cotton,Kharif,2010,Laterite,5.52,59.3,144,42,74,33.7,715,76,5,Sprinkler,8.16,2274
India,Karnataka,Pigeon Pea,Kharif,2012,Black,6.32,55.5,64,55,56,28.5,1047,36,3,Drip,2.17,1416.6
India,Punjab,Barley,Zaid,2014,Sandy,6.9,31.8,104,54,102,20.7,1944,36,2,Drip,11.08,2592.4
India,Bihar,Chickpea,Zaid,2011,Alluvial,5.66,20.5,117,74,71,16.3,671,42,1.7,Canal,13.42,1455.1
India,Rajasthan,Potato,Rabi,2001,Sandy,5.58,21.9,32,55,22,29.5,409,43,20,Rainfed,5.91,20715
India,Madhya Pradesh,Tomato,Rabi,2008,Laterite,6.95,30.3,78,32,93,16.4,1857,77,2.5,Canal,12.14,33504.2
India,Maharashtra,Barley,Kharif,2011,Red,5.53,35.6,65,31,117,28.9,1355,35,12.9,Drip,6.57,1992.7
India,Madhya Pradesh,Onion,Kharif,2009,Black,7.43,55.8,125,53,101,27,1890,77,23,Canal,14.8,19630.7
India,Rajasthan,Mango,Rabi,2016,Sandy,6.66,58.7,93,41,63,17.8,1554,71,19.9,Sprinkler,8.88,7546.9
India,Madhya Pradesh,Groundnut,Zaid,2023,Loamy,7.63,40.4,78,16,109,36.8,777,68,14.4,Sprinkler,6.89,2067.1
India,Maharashtra,Mustard,Zaid,2016,Loamy,6.78,34.3,28,77,36,38.5,302,68,12.2,Drip,3.86,1586.3
India,Maharashtra,Coffee,Zaid,2005,Loamy,7.51,34.2,35,64,16,26.9,1202,38,19.3,Sprinkler,4.1,1673
India,Uttar Pradesh,Potato,Kharif,2001,Black,6.59,53.5,90,52,94,27.8,883,36,15.1,Sprinkler,10.28,27985.4
India,Madhya Pradesh,Coffee,Zaid,2023,Red,7.74,24.4,30,66,16,25.9,575,77,17.5,Rainfed,2.45,2148.9
India,Uttar Pradesh,Maize,Rabi,2008,Laterite,5.94,23.8,70,72,108,21.2,870,47,5.1,Drip,8.36,3539
India,Bihar,Maize,Zaid,2025,Clay,5.97,47.3,131,21,43,36.8,1749,38,2,Drip,3.45,3741.5
India,Andhra Pradesh,Tomato,Zaid,2025,Laterite,7.15,26.5,61,51,42,22,1952,80,5.6,Canal,1.77,27424.8
India,Bihar,Maize,Zaid,2011,Alluvial,6.68,50.1,104,18,58,39.8,583,69,1.6,Drip,9.62,4072.5
India,Uttar Pradesh,Millet,Kharif,2023,Alluvial,6.3,32.7,79,64,82,39.6,1533,49,18.2,Sprinkler,12.28,1222
India,Bihar,Cotton,Rabi,2005,Clay,6.28,32.4,75,37,97,17.5,435,54,19.6,Rainfed,7.49,1406.7
India,Karnataka,Barley,Rabi,2014,Alluvial,5.89,55.9,68,72,25,20,848,41,21,Canal,9.98,1862.1
India,Gujarat,Cotton,Kharif,2022,Loamy,7.43,43.8,146,16,64,16.2,1801,82,21,Sprinkler,11.65,2450.3
India,Madhya Pradesh,Potato,Kharif,2012,Laterite,5.53,46.6,22,72,95,20.8,606,89,8.9,Sprinkler,11.99,22293.7
India,Bihar,Pigeon Pea,Rabi,2009,Alluvial,6.13,28.6,100,47,104,32.9,1357,83,3.8,Rainfed,8.32,1311
India,Maharashtra,Cotton,Kharif,2019,Clay,6.21,51.7,146,32,99,33.3,209,56,9.5,Drip,12.91,1407.3
